index,Time,Open,High,Low,Close,Daily,Range,ADR,ADR_min,Fractal,Swing_Price,Swing_Type,Hour,Swing_Difference,Time_Difference,Retracement,pip_move,end_index,Swing_Length,Next_Swing,Largest_bar
47917,2017-02-03 13:45:00,1.07291,1.07321,1.07266,1.07299,2017-02-03 00:00:00,0.00055,0.001581,0.00316,D,1.07266,T,13,-0.00386,0,1.882926829,0.00386,47933,17,E,0.00148
47933,2017-02-03 17:45:00,1.07934,1.07973,1.07851,1.07874,2017-02-03 00:00:00,0.00122,0.001581,0.00316,U,1.07973,E,17,0.00707,0,1.831606218,0.00707,47936,16,S,0.00501
47936,2017-02-03 18:30:00,1.07791,1.0789,1.0776,1.07882,2017-02-03 00:00:00,0.0013,0.001581,0.00316,D,1.0776,S,18,-0.00213,0,0.301272984,0.00213,47938,3,F,0.0018
47938,2017-02-03 19:00:00,1.07899,1.07936,1.07862,1.07867,2017-02-03 00:00:00,0.00074,0.001581,0.00316,U,1.07936,F,19,0.00176,0,0.82629108,0.00176,47946,2,T,0.00162
47946,2017-02-03 21:00:00,1.07682,1.07685,1.0758,1.07662,2017-02-03 00:00:00,0.00105,0.001581,0.00316,D,1.0758,T,21,-0.00356,0,2.022727273,0.00356,47958,8,S,0.00186
47958,2017-02-06 00:00:00,1.07889,1.07905,1.07833,1.07884,2017-02-06 00:00:00,0.00072,0.00157675,0.00315,U,1.07905,S,0,0.00325,2,0.912921348,0.00325,48022,12,T,0.00133
48022,2017-02-06 16:00:00,1.07122,1.07185,1.07047,1.0711,2017-02-06 00:00:00,0.00138,0.00157675,0.00315,D,1.07047,T,16,-0.00858,1,2.64,0.00858,48025,64,S,0.00254
48025,2017-02-06 16:45:00,1.07267,1.07318,1.07217,1.0728,2017-02-06 00:00:00,0.00101,0.00157675,0.00315,U,1.07318,S,16,0.00271,0,0.315850816,0.00271,48026,3,F,0.00197
48026,2017-02-06 17:00:00,1.07285,1.0731,1.07124,1.07151,2017-02-06 00:00:00,0.00186,0.00157675,0.00315,D,1.07124,F,17,-0.00194,0,0.715867159,0.00194,48048,1,T,0.00194
48048,2017-02-06 22:30:00,1.07513,1.07542,1.07504,1.07541,2017-02-06 00:00:00,0.00038,0.00157675,0.00315,U,1.07542,T,22,0.00418,0,2.154639175,0.00418,48100,22,E,0.00223
48100,2017-02-07 11:30:00,1.066,1.06612,1.06552,1.06568,2017-02-07 00:00:00,0.0006,0.00157175,0.00314,D,1.06552,E,11,-0.0099,1,2.368421053,0.0099,48112,52,S,0.00264
48112,2017-02-07 14:30:00,1.06785,1.06857,1.06743,1.0683,2017-02-07 00:00:00,0.00114,0.00157175,0.00314,U,1.06857,S,14,0.00305,0,0.308080808,0.00305,48122,12,F,0.00126
48122,2017-02-07 17:00:00,1.06717,1.06728,1.0662,1.06694,2017-02-07 00:00:00,0.00108,0.00157175,0.00314,D,1.0662,F,17,-0.00237,0,0.77704918,0.00237,48134,10,T,0.00142
48134,2017-02-07 20:00:00,1.06913,1.07059,1.06909,1.07045,2017-02-07 00:00:00,0.0015,0.00157175,0.00314,U,1.07059,T,20,0.00439,0,1.852320675,0.00439,48158,12,S,0.00176
48158,2017-02-08 02:00:00,1.0678,1.06791,1.06671,1.0669,2017-02-08 00:00:00,0.0012,0.001597,0.00319,D,1.06671,S,2,-0.00388,0,0.883826879,0.00388,48165,24,F,0.00161
48165,2017-02-08 03:45:00,1.06857,1.06904,1.06828,1.06842,2017-02-08 00:00:00,0.00076,0.001597,0.00319,U,1.06904,F,3,0.00233,0,0.600515464,0.00233,48190,7,T,0.00164
48190,2017-02-08 10:00:00,1.06577,1.06595,1.0642,1.06468,2017-02-08 00:00:00,0.00175,0.001597,0.00319,D,1.0642,T,10,-0.00484,0,2.077253219,0.00484,48193,25,S,0.00199
48193,2017-02-08 10:45:00,1.06555,1.06636,1.06547,1.0659,2017-02-08 00:00:00,0.00089,0.001597,0.00319,U,1.06636,S,10,0.00216,0,0.446280992,0.00216,48195,3,T,0.00199
48195,2017-02-08 11:15:00,1.06503,1.06513,1.06398,1.06439,2017-02-08 00:00:00,0.00115,0.001597,0.00319,D,1.06398,T,11,-0.00238,0,1.101851852,0.00238,48217,2,E,0.00213
48217,2017-02-08 16:45:00,1.06926,1.07082,1.06924,1.06989,2017-02-08 00:00:00,0.00158,0.001597,0.00319,U,1.07082,E,16,0.00684,0,2.87394958,0.00684,48221,22,S,0.00237
48221,2017-02-08 17:45:00,1.06884,1.07081,1.0686,1.07064,2017-02-08 00:00:00,0.00221,0.001597,0.00319,D,1.0686,S,17,-0.00222,0,0.324561404,0.00222,48222,4,T,0.00234
48222,2017-02-08 18:00:00,1.07065,1.07137,1.0698,1.07055,2017-02-08 00:00:00,0.00157,0.001597,0.00319,U,1.07137,T,18,0.00277,0,1.247747748,0.00277,48234,1,E,0.00277
48234,2017-02-08 21:00:00,1.06801,1.06851,1.06778,1.06833,2017-02-08 00:00:00,0.00073,0.001597,0.00319,D,1.06778,E,21,-0.00359,0,1.296028881,0.00359,48246,12,S,0.00277
48246,2017-02-09 00:00:00,1.06971,1.07002,1.06932,1.06949,2017-02-09 00:00:00,0.0007,0.0015935,0.00319,U,1.07002,S,0,0.00224,0,0.623955432,0.00224,48263,12,T,0.00092
48263,2017-02-09 04:15:00,1.068,1.06802,1.06769,1.06785,2017-02-09 00:00:00,0.00033,0.0015935,0.00319,D,1.06769,T,4,-0.00233,0,1.040178571,0.00233,48269,17,S,0.00106
48269,2017-02-09 05:45:00,1.06902,1.06944,1.06888,1.06889,2017-02-09 00:00:00,0.00056,0.0015935,0.00319,U,1.06944,S,5,0.00175,0,0.751072961,0.00175,48284,6,T,0.00082
48284,2017-02-09 09:30:00,1.0671,1.0675,1.06694,1.06713,2017-02-09 00:00:00,0.00056,0.0015935,0.00319,D,1.06694,T,9,-0.0025,0,1.428571429,0.0025,48292,15,E,0.00111
48292,2017-02-09 11:30:00,1.07039,1.07092,1.07034,1.07048,2017-02-09 00:00:00,0.00058,0.0015935,0.00319,U,1.07092,E,11,0.00398,0,1.592,0.00398,48300,8,S,0.00256
48300,2017-02-09 13:30:00,1.06767,1.06816,1.06736,1.06796,2017-02-09 00:00:00,0.0008,0.0015935,0.00319,D,1.06736,S,13,-0.00356,0,0.894472362,0.00356,48307,8,F,0.00182
48307,2017-02-09 15:15:00,1.06917,1.06954,1.06793,1.06811,2017-02-09 00:00:00,0.00161,0.0015935,0.00319,U,1.06954,F,15,0.00218,0,0.612359551,0.00218,48308,7,T,0.00179
48308,2017-02-09 15:30:00,1.06809,1.06841,1.06724,1.06791,2017-02-09 00:00:00,0.00117,0.0015935,0.00319,D,1.06724,T,15,-0.0023,0,1.055045872,0.0023,48313,1,S,0.0023
48313,2017-02-09 16:45:00,1.06884,1.06937,1.06614,1.06648,2017-02-09 00:00:00,0.00323,0.0015935,0.00319,U,1.06937,S,16,0.00213,0,0.926086957,0.00213,48314,5,T,0.00288
48314,2017-02-09 17:00:00,1.0665,1.06792,1.06551,1.06714,2017-02-09 00:00:00,0.00241,0.0015935,0.00319,D,1.06551,T,17,-0.00386,0,1.812206573,0.00386,48317,1,S,0.00386
48317,2017-02-09 17:45:00,1.06732,1.06801,1.06629,1.06636,2017-02-09 00:00:00,0.00172,0.0015935,0.00319,U,1.06801,S,17,0.0025,0,0.647668394,0.0025,48352,3,T,0.00386
48352,2017-02-10 02:30:00,1.0653,1.06566,1.06488,1.06541,2017-02-10 00:00:00,0.00078,0.001605,0.00321,D,1.06488,T,2,-0.00313,0,1.252,0.00313,48364,35,S,0.00218
48364,2017-02-10 05:30:00,1.06663,1.06671,1.06627,1.06632,2017-02-10 00:00:00,0.00044,0.001605,0.00321,U,1.06671,S,5,0.00183,0,0.584664537,0.00183,48407,12,T,0.00133
48407,2017-02-10 16:15:00,1.06145,1.06169,1.06068,1.06109,2017-02-10 00:00:00,0.00101,0.001605,0.00321,D,1.06068,T,16,-0.00603,0,3.295081967,0.00603,48411,43,S,0.00215
48411,2017-02-10 17:15:00,1.06319,1.06389,1.06306,1.06338,2017-02-10 00:00:00,0.00083,0.001605,0.00321,U,1.06389,S,17,0.00321,0,0.532338308,0.00321,48413,4,F,0.00211
48413,2017-02-10 17:45:00,1.06254,1.06269,1.06202,1.06238,2017-02-10 00:00:00,0.00067,0.001605,0.00321,D,1.06202,F,17,-0.00187,0,0.582554517,0.00187,48418,2,T,0.00209
48418,2017-02-10 19:00:00,1.06486,1.06518,1.06421,1.06435,2017-02-10 00:00:00,0.00097,0.001605,0.00321,U,1.06518,T,19,0.00316,0,1.689839572,0.00316,48422,5,S,0.00284
48422,2017-02-10 20:00:00,1.06333,1.06381,1.06272,1.06335,2017-02-10 00:00:00,0.00109,0.001605,0.00321,D,1.06272,S,20,-0.00246,0,0.778481013,0.00246,48424,4,T,0.00155
48424,2017-02-10 20:30:00,1.06446,1.06523,1.06367,1.06388,2017-02-10 00:00:00,0.00156,0.001605,0.00321,U,1.06523,T,20,0.00251,0,1.020325203,0.00251,48427,2,E,0.00194
48427,2017-02-10 21:15:00,1.06296,1.06314,1.06247,1.06268,2017-02-10 00:00:00,0.00067,0.001605,0.00321,D,1.06247,E,21,-0.00276,0,1.099601594,0.00276,48437,3,S,0.0026
48437,2017-02-10 23:45:00,1.06343,1.06412,1.06341,1.06398,2017-02-10 00:00:00,0.00071,0.001605,0.00321,U,1.06412,S,23,0.00165,0,0.597826087,0.00165,48447,10,T,0.0009
48447,2017-02-13 02:15:00,1.06147,1.06165,1.06111,1.06123,2017-02-13 00:00:00,0.00054,0.0016085,0.00322,D,1.06111,T,2,-0.00301,2,1.824242424,0.00301,48478,10,E,0.00141
48478,2017-02-13 10:00:00,1.0642,1.06582,1.06411,1.06543,2017-02-13 00:00:00,0.00171,0.0016085,0.00322,U,1.06582,E,10,0.00471,0,1.564784053,0.00471,48508,31,E,0.00211
48508,2017-02-13 17:30:00,1.05976,1.05999,1.05912,1.05983,2017-02-13 00:00:00,0.00087,0.0016085,0.00322,D,1.05912,E,17,-0.0067,0,1.422505308,0.0067,48510,30,S,0.00211
48510,2017-02-13 18:00:00,1.0604,1.06089,1.06031,1.06056,2017-02-13 00:00:00,0.00058,0.0016085,0.00322,U,1.06089,S,18,0.00177,0,0.264179104,0.00177,48551,2,T,0.00162
48551,2017-02-14 04:15:00,1.0591,1.05957,1.05906,1.05954,2017-02-14 00:00:00,0.00051,0.0017525,0.00351,D,1.05906,T,4,-0.00183,0,1.033898305,0.00183,48576,41,E,0.00137
48576,2017-02-14 10:30:00,1.06268,1.0633,1.0624,1.06256,2017-02-14 00:00:00,0.0009,0.0017525,0.00351,U,1.0633,E,10,0.00424,0,2.316939891,0.00424,48582,25,S,0.00224
48582,2017-02-14 12:00:00,1.06168,1.06176,1.06072,1.06085,2017-02-14 00:00:00,0.00104,0.0017525,0.00351,D,1.06072,S,12,-0.00258,0,0.608490566,0.00258,48588,6,T,0.00178
48588,2017-02-14 13:30:00,1.0623,1.06331,1.06204,1.06303,2017-02-14 00:00:00,0.00127,0.0017525,0.00351,U,1.06331,T,13,0.00259,0,1.003875969,0.00259,48606,6,E,0.00173
48606,2017-02-14 18:00:00,1.05629,1.05776,1.05599,1.05756,2017-02-14 00:00:00,0.00177,0.0017525,0.00351,D,1.05599,E,18,-0.00732,0,2.826254826,0.00732,48608,18,S,0.00383
48608,2017-02-14 18:30:00,1.05783,1.05807,1.05717,1.05788,2017-02-14 00:00:00,0.0009,0.0017525,0.00351,U,1.05807,S,18,0.00208,0,0.284153005,0.00208,48614,2,F,0.00188
48614,2017-02-14 20:00:00,1.05644,1.05669,1.05608,1.05661,2017-02-14 00:00:00,0.00061,0.0017525,0.00351,D,1.05608,F,20,-0.00199,0,0.956730769,0.00199,48654,6,T,0.00159
48654,2017-02-15 06:15:00,1.05838,1.05841,1.05794,1.05797,2017-02-15 00:00:00,0.00047,0.0018765,0.00375,U,1.05841,T,6,0.00233,0,1.170854271,0.00233,48679,40,E,0.00132
48679,2017-02-15 12:30:00,1.05455,1.0548,1.05419,1.05473,2017-02-15 00:00:00,0.00061,0.0018765,0.00375,D,1.05419,E,12,-0.00422,0,1.811158798,0.00422,48684,25,S,0.00161
48684,2017-02-15 13:45:00,1.05516,1.05607,1.05493,1.05563,2017-02-15 00:00:00,0.00114,0.0018765,0.00375,U,1.05607,S,13,0.00188,0,0.44549763,0.00188,48691,5,T,0.00111
48691,2017-02-15 15:30:00,1.0553,1.0553,1.05205,1.05276,2017-02-15 00:00:00,0.00325,0.0018765,0.00375,D,1.05205,T,15,-0.00402,0,2.138297872,0.00402,48704,7,E,0.00374
48704,2017-02-15 18:45:00,1.06031,1.06089,1.05937,1.05963,2017-02-15 00:00:00,0.00152,0.0018765,0.00375,U,1.06089,E,18,0.00884,0,2.199004975,0.00884,48708,13,S,0.00374
48708,2017-02-15 19:45:00,1.05882,1.05905,1.058,1.05831,2017-02-15 00:00:00,0.00105,0.0018765,0.00375,D,1.058,S,19,-0.00289,0,0.326923077,0.00289,48755,4,T,0.00235
48755,2017-02-16 07:30:00,1.06181,1.0624,1.06181,1.06199,2017-02-16 00:00:00,0.00059,0.00190325,0.00381,U,1.0624,T,7,0.0044,0,1.522491349,0.0044,48763,47,S,0.00188
48763,2017-02-16 09:30:00,1.0601,1.06071,1.0599,1.06052,2017-02-16 00:00:00,0.00081,0.00190325,0.00381,D,1.0599,S,9,-0.0025,0,0.568181818,0.0025,48786,8,T,0.00125
48786,2017-02-16 15:15:00,1.06507,1.06553,1.06457,1.06478,2017-02-16 00:00:00,0.00096,0.00190325,0.00381,U,1.06553,T,15,0.00563,0,2.252,0.00563,48789,23,S,0.00331
48789,2017-02-16 16:00:00,1.0636,1.06387,1.06322,1.06363,2017-02-16 00:00:00,0.00065,0.00190325,0.00381,D,1.06322,S,16,-0.00231,0,0.410301954,0.00231,48798,3,T,0.00195
48798,2017-02-16 18:15:00,1.06737,1.0679,1.06672,1.06672,2017-02-16 00:00:00,0.00118,0.00190325,0.00381,U,1.0679,T,18,0.00468,0,2.025974026,0.00468,48804,9,S,0.00233
48804,2017-02-16 19:45:00,1.0654,1.06559,1.06468,1.06521,2017-02-16 00:00:00,0.00091,0.00190325,0.00381,D,1.06468,S,19,-0.00322,0,0.688034188,0.00322,48814,6,F,0.00173
48814,2017-02-16 22:15:00,1.06733,1.06769,1.06714,1.06726,2017-02-16 00:00:00,0.00055,0.00190325,0.00381,U,1.06769,F,22,0.00301,0,0.934782609,0.00301,48865,10,T,0.00132
48865,2017-02-17 11:00:00,1.06475,1.06481,1.06364,1.06456,2017-02-17 00:00:00,0.00117,0.00194175,0.00388,D,1.06364,T,11,-0.00405,1,1.34551495,0.00405,48887,51,S,0.00185
48887,2017-02-17 16:30:00,1.0663,1.06667,1.06469,1.06494,2017-02-17 00:00:00,0.00198,0.00194175,0.00388,U,1.06667,S,16,0.00303,0,0.748148148,0.00303,48917,22,T,0.00174
48917,2017-02-20 00:00:00,1.06076,1.0615,1.06034,1.06148,2017-02-20 00:00:00,0.00116,0.00190575,0.00381,D,1.06034,T,0,-0.00633,2,2.089108911,0.00633,48924,30,S,0.00257
48924,2017-02-20 01:45:00,1.06317,1.06321,1.06244,1.06244,2017-02-20 00:00:00,0.00077,0.00190575,0.00381,U,1.06321,S,1,0.00287,0,0.453396524,0.00287,48932,7,T,0.00156
48932,2017-02-20 03:45:00,1.06042,1.0611,1.06025,1.0609,2017-02-20 00:00:00,0.00085,0.00190575,0.00381,D,1.06025,T,3,-0.00296,0,1.031358885,0.00296,48962,8,S,0.00149
48962,2017-02-20 11:15:00,1.06248,1.06296,1.06235,1.06244,2017-02-20 00:00:00,0.00061,0.00190575,0.00381,U,1.06296,S,11,0.00271,0,0.915540541,0.00271,48976,30,F,0.00163
48976,2017-02-20 14:45:00,1.06143,1.06158,1.06063,1.06089,2017-02-20 00:00:00,0.00095,0.00190575,0.00381,D,1.06063,F,14,-0.00233,0,0.859778598,0.00233,48986,14,F,0.0016
48986,2017-02-20 17:15:00,1.06243,1.06269,1.06213,1.06213,2017-02-20 00:00:00,0.00056,0.00190575,0.00381,U,1.06269,F,17,0.00206,0,0.884120172,0.00206,49079,10,T,0.00149
49079,2017-02-21 16:30:00,1.05363,1.05364,1.0525,1.05268,2017-02-21 00:00:00,0.00114,0.00176525,0.00353,D,1.0525,T,16,-0.01019,1,4.946601942,0.01019,49087,93,S,0.00258
49087,2017-02-21 18:30:00,1.05416,1.05517,1.05405,1.05491,2017-02-21 00:00:00,0.00112,0.00176525,0.00353,U,1.05517,S,18,0.00267,0,0.26202159,0.00267,49112,8,F,0.00245
49112,2017-02-22 00:45:00,1.05346,1.05387,1.0533,1.05343,2017-02-22 00:00:00,0.00057,0.0017525,0.00351,D,1.0533,F,0,-0.00187,0,0.700374532,0.00187,49124,25,T,0.00237
49124,2017-02-22 03:45:00,1.05498,1.05556,1.05485,1.05486,2017-02-22 00:00:00,0.00071,0.0017525,0.00351,U,1.05556,T,3,0.00226,0,1.20855615,0.00226,49150,12,E,0.00096
49150,2017-02-22 10:15:00,1.0511,1.05112,1.0497,1.0501,2017-02-22 00:00:00,0.00142,0.0017525,0.00351,D,1.0497,E,10,-0.00586,0,2.592920354,0.00586,49154,26,S,0.00186
49154,2017-02-22 11:15:00,1.05134,1.05188,1.05117,1.05183,2017-02-22 00:00:00,0.00071,0.0017525,0.00351,U,1.05188,S,11,0.00218,0,0.372013652,0.00218,49164,4,T,0.00183
49164,2017-02-22 13:45:00,1.0498,1.05004,1.04931,1.04985,2017-02-22 00:00:00,0.00073,0.0017525,0.00351,D,1.04931,T,13,-0.00257,0,1.178899083,0.00257,49175,10,E,0.00183
49175,2017-02-22 16:30:00,1.05142,1.05206,1.05123,1.05157,2017-02-22 00:00:00,0.00083,0.0017525,0.00351,U,1.05206,E,16,0.00275,0,1.070038911,0.00275,49179,11,S,0.00141
49179,2017-02-22 17:30:00,1.05021,1.05437,1.04954,1.05333,2017-02-22 00:00:00,0.00483,0.0017525,0.00351,D,1.04954,S,17,-0.00252,0,0.916363636,0.00252,49185,4,T,0.00454
49185,2017-02-22 19:00:00,1.05537,1.05652,1.05477,1.05603,2017-02-22 00:00:00,0.00175,0.0017525,0.00351,U,1.05652,T,19,0.00698,0,2.76984127,0.00698,49193,6,S,0.00537
49193,2017-02-22 21:00:00,1.05367,1.05718,1.05285,1.05629,2017-02-22 00:00:00,0.00433,0.0017525,0.00351,D,1.05285,S,21,-0.00367,0,0.525787966,0.00367,49200,8,T,0.00387
49200,2017-02-22 22:45:00,1.05726,1.05732,1.05652,1.05654,2017-02-22 00:00:00,0.0008,0.0017525,0.00351,U,1.05732,T,22,0.00447,0,1.217983651,0.00447,49215,7,S,0.00387
49215,2017-02-23 02:30:00,1.05471,1.05516,1.05433,1.05492,2017-02-23 00:00:00,0.00083,0.001768,0.00354,D,1.05433,S,2,-0.00299,0,0.668903803,0.00299,49235,15,F,0.00175
49235,2017-02-23 07:30:00,1.05691,1.05721,1.05658,1.05697,2017-02-23 00:00:00,0.00063,0.001768,0.00354,U,1.05721,F,7,0.00288,0,0.963210702,0.00288,49242,20,T,0.00112
49242,2017-02-23 09:15:00,1.05498,1.05507,1.05372,1.05414,2017-02-23 00:00:00,0.00135,0.001768,0.00354,D,1.05372,T,9,-0.00349,0,1.211805556,0.00349,49246,7,S,0.00209
49246,2017-02-23 10:15:00,1.05627,1.05639,1.0555,1.05609,2017-02-23 00:00:00,0.00089,0.001768,0.00354,U,1.05639,S,10,0.00267,0,0.76504298,0.00267,49253,4,T,0.00209
49253,2017-02-23 12:00:00,1.05463,1.05486,1.05368,1.05439,2017-02-23 00:00:00,0.00118,0.001768,0.00354,D,1.05368,T,12,-0.00271,0,1.014981273,0.00271,49276,7,E,0.00163
49276,2017-02-23 17:45:00,1.05824,1.05947,1.05818,1.05929,2017-02-23 00:00:00,0.00129,0.001768,0.00354,U,1.05947,E,17,0.00579,0,2.136531365,0.00579,49284,23,S,0.00222
49284,2017-02-23 19:45:00,1.05763,1.05763,1.05628,1.05659,2017-02-23 00:00:00,0.00135,0.001768,0.00354,D,1.05628,S,19,-0.00319,0,0.550949914,0.00319,49342,8,T,0.00188
49342,2017-02-24 10:15:00,1.05961,1.06032,1.05949,1.05965,2017-02-24 00:00:00,0.00083,0.001765,0.00353,U,1.06032,T,10,0.00404,1,1.26645768,0.00404,49344,58,S,0.00184
49344,2017-02-24 11:00:00,1.05755,1.05813,1.05698,1.05802,2017-02-24 00:00:00,0.00115,0.001765,0.00353,D,1.05698,S,11,-0.00334,0,0.826732673,0.00334,49358,2,T,0.00293
49358,2017-02-24 14:30:00,1.06054,1.06176,1.06038,1.06087,2017-02-24 00:00:00,0.00138,0.001765,0.00353,U,1.06176,T,14,0.00478,0,1.431137725,0.00478,49367,14,E,0.00293
49367,2017-02-24 16:45:00,1.05758,1.05768,1.05648,1.05709,2017-02-24 00:00:00,0.0012,0.001765,0.00353,D,1.05648,E,16,-0.00528,0,1.10460251,0.00528,49370,9,S,0.00413
49370,2017-02-24 17:30:00,1.05869,1.05893,1.05844,1.05877,2017-02-24 00:00:00,0.00049,0.001765,0.00353,U,1.05893,S,17,0.00245,0,0.464015152,0.00245,49372,3,F,0.00195
49372,2017-02-24 18:00:00,1.0566,1.0576,1.05653,1.05737,2017-02-24 00:00:00,0.00107,0.001765,0.00353,D,1.05653,F,18,-0.0024,0,0.979591837,0.0024,49377,2,T,0.00235
49377,2017-02-24 19:15:00,1.0586,1.05965,1.05851,1.05896,2017-02-24 00:00:00,0.00114,0.001765,0.00353,U,1.05965,T,19,0.00312,0,1.3,0.00312,49402,5,E,0.00233
49402,2017-02-27 01:30:00,1.05606,1.05617,1.05511,1.05523,2017-02-27 00:00:00,0.00106,0.00176825,0.00354,D,1.05511,E,1,-0.00454,2,1.455128205,0.00454,49436,25,S,0.00263
49436,2017-02-27 10:00:00,1.05811,1.05873,1.0574,1.0576,2017-02-27 00:00:00,0.00133,0.00176825,0.00354,U,1.05873,S,10,0.00362,0,0.797356828,0.00362,49438,34,F,0.00174
49438,2017-02-27 10:30:00,1.0577,1.0577,1.05661,1.05706,2017-02-27 00:00:00,0.00109,0.00176825,0.00354,D,1.05661,F,10,-0.00212,0,0.585635359,0.00212,49462,2,T,0.00174
49462,2017-02-27 16:30:00,1.06002,1.06073,1.05945,1.06042,2017-02-27 00:00:00,0.00128,0.00176825,0.00354,U,1.06073,T,16,0.00412,0,1.943396226,0.00412,49464,24,S,0.00197
49464,2017-02-27 17:00:00,1.0597,1.06001,1.05871,1.0596,2017-02-27 00:00:00,0.0013,0.00176825,0.00354,D,1.05871,S,17,-0.00202,0,0.490291262,0.00202,49471,2,T,0.00185
49471,2017-02-27 18:45:00,1.0615,1.06304,1.0615,1.06243,2017-02-27 00:00:00,0.00154,0.00176825,0.00354,U,1.06304,T,18,0.00433,0,2.143564356,0.00433,49503,7,E,0.00286
49503,2017-02-28 02:45:00,1.05799,1.05823,1.05684,1.05787,2017-02-28 00:00:00,0.00139,0.001799,0.0036,D,1.05684,E,2,-0.0062,0,1.43187067,0.0062,49527,32,S,0.00157
49527,2017-02-28 08:45:00,1.05954,1.06033,1.05954,1.05968,2017-02-28 00:00:00,0.00079,0.001799,0.0036,U,1.06033,S,8,0.00349,0,0.562903226,0.00349,49534,24,F,0.00153
49534,2017-02-28 10:30:00,1.05896,1.05896,1.05753,1.05772,2017-02-28 00:00:00,0.00143,0.001799,0.0036,D,1.05753,F,10,-0.0028,0,0.802292264,0.0028,49544,7,T,0.00165
49544,2017-02-28 13:00:00,1.05947,1.06074,1.05929,1.06024,2017-02-28 00:00:00,0.00145,0.001799,0.0036,U,1.06074,T,13,0.00321,0,1.146428571,0.00321,49551,10,S,0.00167
49551,2017-02-28 14:45:00,1.05954,1.05969,1.05829,1.05834,2017-02-28 00:00:00,0.0014,0.001799,0.0036,D,1.05829,S,14,-0.00245,0,0.763239875,0.00245,49564,7,T,0.00155
49564,2017-02-28 18:00:00,1.06248,1.06297,1.06162,1.06188,2017-02-28 00:00:00,0.00135,0.001799,0.0036,U,1.06297,T,18,0.00468,0,1.910204082,0.00468,49601,13,E,0.00306
49601,2017-03-01 03:15:00,1.05581,1.05594,1.05544,1.05581,2017-03-01 00:00:00,0.0005,0.00176925,0.00354,D,1.05544,E,3,-0.00753,0,1.608974359,0.00753,49605,37,S,0.00306
49605,2017-03-01 04:15:00,1.05645,1.05884,1.05622,1.0579,2017-03-01 00:00:00,0.00262,0.00176925,0.00354,U,1.05884,S,4,0.0034,0,0.451527224,0.0034,49628,4,T,0.00282
49628,2017-03-01 10:00:00,1.05395,1.05403,1.05251,1.05355,2017-03-01 00:00:00,0.00152,0.00176925,0.00354,D,1.05251,T,10,-0.00633,0,1.861764706,0.00633,49635,23,S,0.00282
49635,2017-03-01 11:45:00,1.05388,1.05468,1.05385,1.05388,2017-03-01 00:00:00,0.00083,0.00176925,0.00354,U,1.05468,S,11,0.00217,0,0.342812006,0.00217,49650,7,T,0.00193
49650,2017-03-01 15:30:00,1.05221,1.05254,1.05134,1.0521,2017-03-01 00:00:00,0.0012,0.00176925,0.00354,D,1.05134,T,15,-0.00334,0,1.539170507,0.00334,49665,15,E,0.00198
49665,2017-03-01 19:15:00,1.05685,1.05713,1.05636,1.05659,2017-03-01 00:00:00,0.00077,0.00176925,0.00354,U,1.05713,E,19,0.00579,0,1.733532934,0.00579,49720,15,S,0.00226
49720,2017-03-02 09:00:00,1.05252,1.05286,1.05213,1.05249,2017-03-02 00:00:00,0.00073,0.00173575,0.00347,D,1.05213,S,9,-0.005,1,0.863557858,0.005,49727,55,F,0.00185
49727,2017-03-02 10:45:00,1.05442,1.05452,1.05396,1.05418,2017-03-02 00:00:00,0.00056,0.00173575,0.00347,U,1.05452,F,10,0.00239,0,0.478,0.00239,49749,7,T,0.00149
49749,2017-03-02 16:15:00,1.05027,1.05043,1.04983,1.04991,2017-03-02 00:00:00,0.0006,0.00173575,0.00347,D,1.04983,T,16,-0.00469,0,1.962343096,0.00469,49755,22,S,0.00172
49755,2017-03-02 17:45:00,1.05189,1.0528,1.05169,1.05243,2017-03-02 00:00:00,0.00111,0.00173575,0.00347,U,1.0528,S,17,0.00297,0,0.63326226,0.00297,49770,6,T,0.0021
49770,2017-03-02 21:30:00,1.04952,1.05006,1.0494,1.04986,2017-03-02 00:00:00,0.00066,0.00173575,0.00347,D,1.0494,T,21,-0.0034,0,1.144781145,0.0034,49815,15,S,0.00192
49815,2017-03-03 08:45:00,1.05199,1.05266,1.05191,1.0525,2017-03-03 00:00:00,0.00075,0.00165525,0.00331,U,1.05266,S,8,0.00326,0,0.958823529,0.00326,49820,45,F,0.00116
49820,2017-03-03 10:00:00,1.05202,1.05206,1.05098,1.05156,2017-03-03 00:00:00,0.00108,0.00165525,0.00331,D,1.05098,F,10,-0.00168,0,0.515337423,0.00168,49843,5,T,0.00152
49843,2017-03-03 15:45:00,1.05699,1.05729,1.05617,1.05679,2017-03-03 00:00:00,0.00112,0.00165525,0.00331,U,1.05729,T,15,0.00631,0,3.755952381,0.00631,49849,23,S,0.00221
49849,2017-03-03 17:15:00,1.05557,1.05599,1.05458,1.05475,2017-03-03 00:00:00,0.00141,0.00165525,0.00331,D,1.05458,S,17,-0.00271,0,0.429477021,0.00271,49851,6,F,0.00163
49851,2017-03-03 17:45:00,1.05601,1.05685,1.05591,1.05616,2017-03-03 00:00:00,0.00094,0.00165525,0.00331,U,1.05685,F,17,0.00227,0,0.837638376,0.00227,49853,2,T,0.00223
49853,2017-03-03 18:15:00,1.05537,1.05544,1.05434,1.05454,2017-03-03 00:00:00,0.0011,0.00165525,0.00331,D,1.05434,T,18,-0.00251,0,1.105726872,0.00251,49875,2,E,0.00223
